PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27661085","Binding and Inhibition of Spermidine Synthase from Plasmodium falciparum and Implications for In Vitro Inhibitor Testing","Sprenger J, Carey J, Svensson B, Wengel V, Persson L.","PLoS One. 2016 Sep 23;11(9):e0163442. doi: 10.1371/journal.pone.0163442. eCollection 2016.","Sprenger J","PLoS One","2016","2016/09/24","PMC5035006","","10.1371/journal.pone.0163442"
"27660318","25-year trends in gender disparity for obesity and overweight by using WHO and IOTF definitions among Chinese school-aged children: a multiple cross-sectional study","Song Y, Wang HJ, Dong B, Ma J, Wang Z, Agardh A.","BMJ Open. 2016 Sep 22;6(9):e011904. doi: 10.1136/bmjopen-2016-011904.","Song Y","BMJ Open","2016","2016/09/24","PMC5051387","","10.1136/bmjopen-2016-011904"
"27658706","Primary triage nurses do not divert patients away from the emergency department at times of high in-hospital bed occupancy - a retrospective cohort study","Blom MC, Erwander K, Gustafsson L, Landin-Olsson M, Jonsson F, Ivarsson K.","BMC Emerg Med. 2016 Sep 22;16(1):39. doi: 10.1186/s12873-016-0102-5.","Blom MC","BMC Emerg Med","2016","2016/09/24","PMC5034663","","10.1186/s12873-016-0102-5"
"27656898","The Dynamics of Platelet Activation during the Progression of Streptococcal Sepsis","Hurley SM, Lutay N, Holmqvist B, Shannon O.","PLoS One. 2016 Sep 22;11(9):e0163531. doi: 10.1371/journal.pone.0163531. eCollection 2016.","Hurley SM","PLoS One","2016","2016/09/23","PMC5033464","","10.1371/journal.pone.0163531"
"27656671","Time perspective and well-being: Swedish survey questionnaires and data","Garcia D, Nima AA, Lindskär E.","Data Brief. 2016 Sep 4;9:183-93. doi: 10.1016/j.dib.2016.08.057. eCollection 2016 Dec.","Garcia D","Data Brief","2016","2016/09/23","PMC5021799","","10.1016/j.dib.2016.08.057"
"27656153","Comparing Auditory Noise Treatment with Stimulant Medication on Cognitive Task Performance in Children with Attention Deficit Hyperactivity Disorder: Results from a Pilot Study","Söderlund GB, Björk C, Gustafsson P.","Front Psychol. 2016 Sep 5;7:1331. doi: 10.3389/fpsyg.2016.01331. eCollection 2016.","Söderlund GB","Front Psychol","2016","2016/09/23","PMC5011143","","10.3389/fpsyg.2016.01331"
"27656130","A Sex Pheromone Receptor in the Hessian Fly Mayetiola destructor (Diptera, Cecidomyiidae)","Andersson MN, Corcoran JA, Zhang DD, Hillbur Y, Newcomb RD, Löfstedt C.","Front Cell Neurosci. 2016 Sep 7;10:212. doi: 10.3389/fncel.2016.00212. eCollection 2016.","Andersson MN","Front Cell Neurosci","2016","2016/09/23","PMC5013046","","10.3389/fncel.2016.00212"
"27655588","The epidemiologic evidence linking prenatal and postnatal exposure to endocrine disrupting chemicals with male reproductive disorders: a systematic review and meta-analysis","Bonde JP, Flachs EM, Rimborg S, Glazer CH, Giwercman A, Ramlau-Hansen CH, Hougaard KS, Høyer BB, Hærvig KK, Petersen SB, Rylander L, Specht IO, Toft G, Bräuner EV.","Hum Reprod Update. 2016 Dec;23(1):104-125. doi: 10.1093/humupd/dmw036. Epub 2016 Sep 21.","Bonde JP","Hum Reprod Update","2016","2016/09/23","PMC5155570","","10.1093/humupd/dmw036"
"27652381","P2Y(2) receptor modulates shear stress-induced cell alignment and actin stress fibers in human umbilical vein endothelial cells","Sathanoori R, Bryl-Gorecka P, Müller CE, Erb L, Weisman GA, Olde B, Erlinge D.","Cell Mol Life Sci. 2017 Feb;74(4):731-746. doi: 10.1007/s00018-016-2365-0. Epub 2016 Sep 20.","Sathanoori R","Cell Mol Life Sci","2017","2016/09/22","PMC5272905","NIHMS821074","10.1007/s00018-016-2365-0"
"27652302","Symptomatic retention of the patency capsule: a multicenter real life case series","Kopylov U, Nemeth A, Cebrian A, Wurm Johansson G, Thorlacius H, Fernandez-Urien Sainz I, Koulaouzidis A, Eliakim R, Toth E.","Endosc Int Open. 2016 Sep;4(9):E964-9. doi: 10.1055/s-0042-112588. Epub 2016 Aug 8.","Kopylov U","Endosc Int Open","2016","2016/09/22","PMC5025315","","10.1055/s-0042-112588"
"27652113","Vulnerable parenting among mothers with substance abuse in their family of origin: a cross-sectional comparative study of mothers in an infant and toddler program","Tedgård E, Råstam M.","Springerplus. 2016 Sep 13;5(1):1540. doi: 10.1186/s40064-016-3045-0. eCollection 2016.","Tedgård E","Springerplus","2016","2016/09/22","PMC5020034","","10.1186/s40064-016-3045-0"
"27651920","Off-label use of rituximab for systemic lupus erythematosus in Europe","Rydén-Aulin M, Boumpas D, Bultink I, Callejas Rubio JL, Caminal-Montero L, Castro A, Colodro Ruiz A, Doria A, Dörner T, Gonzalez-Echavarri C, Gremese E, Houssiau FA, Huizinga T, Inanç M, Isenberg D, Iuliano A, Jacobsen S, Jimenéz-Alonso J, Kovács L, Mariette X, Mosca M, Nived O, Oristrell J, Ramos-Casals M, Rascón J, Ruiz-Irastorza G, Sáez-Comet L, Salvador Cervelló G, Sebastiani GD, Squatrito D, Szücs G, Voskuyl A, van Vollenhoven R.","Lupus Sci Med. 2016 Sep 6;3(1):e000163. doi: 10.1136/lupus-2016-000163. eCollection 2016.","Rydén-Aulin M","Lupus Sci Med","2016","2016/09/22","PMC5013507","","10.1136/lupus-2016-000163"
"27650503","FTO genotype and weight loss: systematic review and meta-analysis of 9563 individual participant data from eight randomised controlled trials","Livingstone KM, Celis-Morales C, Papandonatos GD, Erar B, Florez JC, Jablonski KA, Razquin C, Marti A, Heianza Y, Huang T, Sacks FM, Svendstrup M, Sui X, Church TS, Jääskeläinen T, Lindström J, Tuomilehto J, Uusitupa M, Rankinen T, Saris WH, Hansen T, Pedersen O, Astrup A, Sørensen TI, Qi L, Bray GA, Martinez-Gonzalez MA, Martinez JA, Franks PW, McCaffery JM, Lara J, Mathers JC.","BMJ. 2016 Sep 20;354:i4707. doi: 10.1136/bmj.i4707.","Livingstone KM","BMJ","2016","2016/09/22","PMC6168036","","10.1136/bmj.i4707"
"27650272","Erratum to: Expression of messenger molecules and receptors in rat and human sphenopalatine ganglion indicating therapeutic targets","Steinberg A, Frederiksen SD, Blixt FW, Warfvinge K, Edvinsson L.","J Headache Pain. 2016 Dec;17(1):86. doi: 10.1186/s10194-016-0677-y. Epub 2016 Sep 20.","Steinberg A","J Headache Pain","2016","2016/09/22","PMC5030201","","10.1186/s10194-016-0677-y"
"27649490","Long-Term Oxygen Therapy 24 vs 15 h/day and Mortality in Chronic Obstructive Pulmonary Disease","Ahmadi Z, Sundh J, Bornefalk-Hermansson A, Ekström M.","PLoS One. 2016 Sep 20;11(9):e0163293. doi: 10.1371/journal.pone.0163293. eCollection 2016.","Ahmadi Z","PLoS One","2016","2016/09/21","PMC5029935","","10.1371/journal.pone.0163293"
"27649258","Monoblock versus modular polyethylene insert in uncemented total knee arthroplasty","Andersen MR, Winther N, Lind T, SchrøDer H, Flivik G, Petersen MM.","Acta Orthop. 2016 Dec;87(6):607-614. doi: 10.1080/17453674.2016.1233654. Epub 2016 Sep 20.","Andersen MR","Acta Orthop","2016","2016/09/21","PMC5119444","","10.1080/17453674.2016.1233654"
"27649030","Early mortality and morbidity after total hip arthroplasty in patients with femoral neck fracture","Hailer NP, Garland A, Rogmark C, Garellick G, Kärrholm J.","Acta Orthop. 2016 Dec;87(6):560-566. doi: 10.1080/17453674.2016.1234869. Epub 2016 Sep 20.","Hailer NP","Acta Orthop","2016","2016/09/21","PMC5119437","","10.1080/17453674.2016.1234869"
"27648237","Breeding phenology in Rana temporaria. Local variation is due to pond temperature and population size","Loman J.","Ecol Evol. 2016 Aug 3;6(17):6202-9. doi: 10.1002/ece3.2356. eCollection 2016 Sep.","Loman J","Ecol Evol","2016","2016/09/21","PMC5016643","","10.1002/ece3.2356"
"27648226","Differentiation in putative male sex pheromone components across and within populations of the African butterfly Bicyclus anynana as a potential driver of reproductive isolation","Bacquet PM, de Jong MA, Brattström O, Wang HL, Molleman F, Heuskin S, Lognay G, Löfstedt C, Brakefield PM, Vanderpoorten A, Nieberding CM.","Ecol Evol. 2016 Jul 29;6(17):6064-84. doi: 10.1002/ece3.2298. eCollection 2016 Sep.","Bacquet PM","Ecol Evol","2016","2016/09/21","PMC5016632","","10.1002/ece3.2298"
"27647528","Recent hip fracture trends in Sweden and Denmark with age-period-cohort effects","Rosengren BE, Björk J, Cooper C, Abrahamsen B.","Osteoporos Int. 2017 Jan;28(1):139-149. doi: 10.1007/s00198-016-3768-3. Epub 2016 Sep 19.","Rosengren BE","Osteoporos Int","2017","2016/09/21","PMC5206266","","10.1007/s00198-016-3768-3"
"27646707","Climate analogues suggest limited potential for intensification of production on current croplands under climate change","Pugh TA, Müller C, Elliott J, Deryng D, Folberth C, Olin S, Schmid E, Arneth A.","Nat Commun. 2016 Sep 20;7:12608. doi: 10.1038/ncomms12608.","Pugh TA","Nat Commun","2016","2016/09/21","PMC5136618","","10.1038/ncomms12608"
"27646115","External validation of a 3-step falls prediction model in mild Parkinson's disease","Lindholm B, Nilsson MH, Hansson O, Hagell P.","J Neurol. 2016 Dec;263(12):2462-2469. doi: 10.1007/s00415-016-8287-9. Epub 2016 Sep 19.","Lindholm B","J Neurol","2016","2016/09/21","PMC5110600","","10.1007/s00415-016-8287-9"
"27643694","Late Cardiac Events after Childhood Cancer: Methodological Aspects of the Pan-European Study PanCareSurFup","Feijen EA, Font-Gonzalez A, van Dalen EC, van der Pal HJ, Reulen RC, Winter DL, Kuehni CE, Haupt R, Alessi D, Byrne J, Bardi E, Jakab Z, Grabow D, Garwicz S, Jankovic M, Levitt GA, Skinner R, Zadravec Zaletel L, Hjorth L, Tissing WJ, de Vathaire F, Hawkins MM, Kremer LC; PanCareSurFup consortium.","PLoS One. 2016 Sep 19;11(9):e0162778. doi: 10.1371/journal.pone.0162778. eCollection 2016.","Feijen EA","PLoS One","2016","2016/09/20","PMC5028033","","10.1371/journal.pone.0162778"
"27640871","Pendulating-A grounded theory explaining patients' behavior shortly after having a leg amputated due to vascular disease","Madsen UR, Hommel A, Bååth C, Berthelsen CB.","Int J Qual Stud Health Well-being. 2016 Sep 16;11:32739. doi: 10.3402/qhw.v11.32739. eCollection 2016.","Madsen UR","Int J Qual Stud Health Well-being","2016","2016/09/20","PMC5027330","","10.3402/qhw.v11.32739"
"27635282","Solid oxide fuel cell interconnect design optimization considering the thermal stresses","Xu M, Li T, Yang M, Andersson M.","Sci Bull (Beijing). 2016;61(17):1333-1344. doi: 10.1007/s11434-016-1146-3. Epub 2016 Jul 20.","Xu M","Sci Bull (Beijing)","2016","2016/09/17","PMC5002044","","10.1007/s11434-016-1146-3"
"27635135","Estimation of the Relative Contribution of Postprandial Glucose Exposure to Average Total Glucose Exposure in Subjects with Type 2 Diabetes","Ahrén B, Foley JE.","Int J Endocrinol. 2016;2016:3452898. doi: 10.1155/2016/3452898. Epub 2016 Aug 18.","Ahrén B","Int J Endocrinol","2016","2016/09/17","PMC5007300","","10.1155/2016/3452898"
"27633190","Characterisation of a flavonoid ligand of the fungal protein Alt a 1","Garrido-Arandia M, Silva-Navas J, Ramírez-Castillejo C, Cubells-Baeza N, Gómez-Casado C, Barber D, Pozo JC, Melendi PG, Pacios LF, Díaz-Perales A.","Sci Rep. 2016 Sep 16;6:33468. doi: 10.1038/srep33468.","Garrido-Arandia M","Sci Rep","2016","2016/09/17","PMC5025882","","10.1038/srep33468"
"27631121","Hybrid SSF/SHF Processing of SO(2) Pretreated Wheat Straw-Tuning Co-fermentation by Yeast Inoculum Size and Hydrolysis Time","Cassells B, Karhumaa K, Sànchez I Nogué V, Lidén G.","Appl Biochem Biotechnol. 2017 Feb;181(2):536-547. doi: 10.1007/s12010-016-2229-y. Epub 2016 Sep 8.","Cassells B","Appl Biochem Biotechnol","2017","2016/09/16","PMC5285423","","10.1007/s12010-016-2229-y"
"27629036","A heterogeneous landscape does not guarantee high crop pollination","Samnegård U, Hambäck PA, Lemessa D, Nemomissa S, Hylander K.","Proc Biol Sci. 2016 Sep 14;283(1838):20161472. doi: 10.1098/rspb.2016.1472.","Samnegård U","Proc Biol Sci","2016","2016/09/16","PMC5031663","","10.1098/rspb.2016.1472"
"27628504","Swedish Sonographers' perceptions of ergonomic problems at work and their suggestions for improvement","Gemark Simonsen J, Gard G.","BMC Musculoskelet Disord. 2016 Sep 15;17:391. doi: 10.1186/s12891-016-1245-y.","Gemark Simonsen J","BMC Musculoskelet Disord","2016","2016/09/16","PMC5024433","","10.1186/s12891-016-1245-y"
"27628239","α-Synuclein is a Novel Microtubule Dynamase","Cartelli D, Aliverti A, Barbiroli A, Santambrogio C, Ragg EM, Casagrande FV, Cantele F, Beltramone S, Marangon J, De Gregorio C, Pandini V, Emanuele M, Chieregatti E, Pieraccini S, Holmqvist S, Bubacco L, Roybon L, Pezzoli G, Grandori R, Arnal I, Cappelletti G.","Sci Rep. 2016 Sep 15;6:33289. doi: 10.1038/srep33289.","Cartelli D","Sci Rep","2016","2016/09/16","PMC5024109","","10.1038/srep33289"
"27626040","Treatment of osteoarthritis using a helper-dependent adenoviral vector retargeted to chondrocytes","Ruan MZ, Cerullo V, Cela R, Clarke C, Lundgren-Akerlund E, Barry MA, Lee BH.","Mol Ther Methods Clin Dev. 2016 Mar 9;3:16008. doi: 10.1038/mtm.2016.8. eCollection 2016.","Ruan MZ","Mol Ther Methods Clin Dev","2016","2016/09/15","PMC5008224","","10.1038/mtm.2016.8"
"27625657","Increased Permeability of the Aquaporin SoPIP2;1 by Mercury and Mutations in Loop A","Kirscht A, Survery S, Kjellbom P, Johanson U.","Front Plant Sci. 2016 Aug 30;7:1249. doi: 10.3389/fpls.2016.01249. eCollection 2016.","Kirscht A","Front Plant Sci","2016","2016/09/15","PMC5004352","","10.3389/fpls.2016.01249"
"27625589","Safety climate and readiness for implementation of evidence and person centered practice - A national study of registered nurses in general surgical care at Swedish university hospitals","Olsson C, Forsberg A, Bjerså K.","BMC Nurs. 2016 Sep 13;15(1):54. doi: 10.1186/s12912-016-0174-2. eCollection 2016.","Olsson C","BMC Nurs","2016","2016/09/15","PMC5020433","","10.1186/s12912-016-0174-2"
"27625345","Associations Between Macrophage Colony-Stimulating Factor and Monocyte Chemotactic Protein 1 in Plasma and First-Time Coronary Events: A Nested Case-Control Study","Schiopu A, Bengtsson E, Gonçalves I, Nilsson J, Fredrikson GN, Björkbacka H.","J Am Heart Assoc. 2016 Sep 13;5(9):e002851. doi: 10.1161/JAHA.115.002851.","Schiopu A","J Am Heart Assoc","2016","2016/09/15","PMC5079003","","10.1161/JAHA.115.002851"
"27623766","WNT5A signaling impairs breast cancer cell migration and invasion via mechanisms independent of the epithelial-mesenchymal transition","Prasad CP, Chaurasiya SK, Guilmain W, Andersson T.","J Exp Clin Cancer Res. 2016 Sep 13;35(1):144. doi: 10.1186/s13046-016-0421-0.","Prasad CP","J Exp Clin Cancer Res","2016","2016/09/15","PMC5022188","","10.1186/s13046-016-0421-0"
"27622158","Association of Family History of Type 2 Diabetes with Prostate Cancer: A National Cohort Study","Ji J, Sundquist J, Sundquist K.","Front Oncol. 2016 Aug 29;6:194. doi: 10.3389/fonc.2016.00194. eCollection 2016.","Ji J","Front Oncol","2016","2016/09/14","PMC5002901","","10.3389/fonc.2016.00194"
"27621637","Suicidality and symptoms of anxiety, irritability, and agitation in patients experiencing manic episodes with depressive symptoms: a naturalistic study","Eberhard J, Weiller E.","Neuropsychiatr Dis Treat. 2016 Aug 31;12:2265-71. doi: 10.2147/NDT.S111094. eCollection 2016.","Eberhard J","Neuropsychiatr Dis Treat","2016","2016/09/14","PMC5012613","","10.2147/NDT.S111094"
"27621597","Two Phase II randomized trials on the CRTh2 antagonist AZD1981 in adults with asthma","Kuna P, Bjermer L, Tornling G.","Drug Des Devel Ther. 2016 Aug 31;10:2759-70. doi: 10.2147/DDDT.S105142. eCollection 2016.","Kuna P","Drug Des Devel Ther","2016","2016/09/14","PMC5012601","","10.2147/DDDT.S105142"
"27618925","A randomized controlled study of 5 and 10 days treatment with phenoxymethylpenicillin for pharyngotonsillitis caused by streptococcus group A - a protocol study","Skoog G, Edlund C, Giske CG, Mölstad S, Norman C, Sundvall PD, Hedin K.","BMC Infect Dis. 2016 Sep 13;16(1):484. doi: 10.1186/s12879-016-1813-7.","Skoog G","BMC Infect Dis","2016","2016/09/14","PMC5020538","","10.1186/s12879-016-1813-7"
"27618452","The genetics of blood pressure regulation and its target organs from association studies in 342,415 individuals","Ehret GB, Ferreira T, Chasman DI, Jackson AU, Schmidt EM, Johnson T, Thorleifsson G, Luan J, Donnelly LA, Kanoni S, Petersen AK, Pihur V, Strawbridge RJ, Shungin D, Hughes MF, Meirelles O, Kaakinen M, Bouatia-Naji N, Kristiansson K, Shah S, Kleber ME, Guo X, Lyytikäinen LP, Fava C, Eriksson N, Nolte IM, Magnusson PK, Salfati EL, Rallidis LS, Theusch E, Smith AJP, Folkersen L, Witkowska K, Pers TH, Joehanes R, Kim SK, Lataniotis L, Jansen R, Johnson AD, Warren H, Kim YJ, Zhao W, Wu Y, Tayo BO, Bochud M; CHARGE-EchoGen consortium; CHARGE-HF consortium; Wellcome Trust Case Control Consortium, Absher D, Adair LS, Amin N, Arking DE, Axelsson T, Baldassarre D, Balkau B, Bandinelli S, Barnes MR, Barroso I, Bevan S, Bis JC, Bjornsdottir G, Boehnke M, Boerwinkle E, Bonnycastle LL, Boomsma DI, Bornstein SR, Brown MJ, Burnier M, Cabrera CP, Chambers JC, Chang IS, Cheng CY, Chines PS, Chung RH, Collins FS, Connell JM, Döring A, Dallongeville J, Danesh J, de Faire U, Delgado G, Dominiczak AF, Doney ASF, Drenos F, Edkins S, Eicher JD, Elosua R, Enroth S, Erdmann J, Eriksson P, Esko T, Evangelou E, Evans A, Fall T, Farrall M, Felix JF, Ferrières J, Ferrucci L, Fornage M, Forrester T, et al.","Nat Genet. 2016 Oct;48(10):1171-1184. doi: 10.1038/ng.3667. Epub 2016 Sep 12.","Ehret GB","Nat Genet","2016","2016/09/13","PMC5042863","NIHMS810971","10.1038/ng.3667"
"27618447","Trans-ancestry meta-analyses identify rare and common variants associated with blood pressure and hypertension","Surendran P, Drenos F, Young R, Warren H, Cook JP, Manning AK, Grarup N, Sim X, Barnes DR, Witkowska K, Staley JR, Tragante V, Tukiainen T, Yaghootkar H, Masca N, Freitag DF, Ferreira T, Giannakopoulou O, Tinker A, Harakalova M, Mihailov E, Liu C, Kraja AT, Fallgaard Nielsen S, Rasheed A, Samuel M, Zhao W, Bonnycastle LL, Jackson AU, Narisu N, Swift AJ, Southam L, Marten J, Huyghe JR, Stančáková A, Fava C, Ohlsson T, Matchan A, Stirrups KE, Bork-Jensen J, Gjesing AP, Kontto J, Perola M, Shaw-Hawkins S, Havulinna AS, Zhang H, Donnelly LA, Groves CJ, Rayner NW, Neville MJ, Robertson NR, Yiorkas AM, Herzig KH, Kajantie E, Zhang W, Willems SM, Lannfelt L, Malerba G, Soranzo N, Trabetti E, Verweij N, Evangelou E, Moayyeri A, Vergnaud AC, Nelson CP, Poveda A, Varga TV, Caslake M, de Craen AJ, Trompet S, Luan J, Scott RA, Harris SE, Liewald DC, Marioni R, Menni C, Farmaki AE, Hallmans G, Renström F, Huffman JE, Hassinen M, Burgess S, Vasan RS, Felix JF; CHARGE-Heart Failure Consortium, Uria-Nickelsen M, Malarstig A, Reily DF, Hoek M, Vogt T, Lin H, Lieb W; EchoGen Consortium, Traylor M, Markus HF; METASTROKE Consortium, Highland HM, Justice AE, Marouli E; GIANT Consortium, et al.","Nat Genet. 2016 Oct;48(10):1151-1161. doi: 10.1038/ng.3654. Epub 2016 Sep 12.","Surendran P","Nat Genet","2016","2016/09/13","PMC5056636","EMS69533","10.1038/ng.3654"
